"Time (s) Brass","Position (m) Brass","Force (N) Brass","Speed (mm/min) Brass","Time (s) Black Coupon #1 {bad}","Position (m) Black Coupon #1 {bad}","Force (N) Black Coupon #1 {bad}","Speed (mm/min) Black Coupon #1 {bad}","Time (s) Clear Coupon","Position (m) Clear Coupon","Force (N) Clear Coupon","Speed (mm/min) Clear Coupon","Time (s) Blue Coupon","Position (m) Blue Coupon","Force (N) Blue Coupon","Speed (mm/min) Blue Coupon","Time (s) Orange Coupon","Position (m) Orange Coupon","Force (N) Orange Coupon","Speed (mm/min) Orange Coupon","Time (s) Short I-beam #1","Position (m) Short I-beam #1","Force (N) Short I-beam #1","Speed (mm/min) Short I-beam #1","Time (s) Short I-beam #2","Position (m) Short I-beam #2","Force (N) Short I-beam #2","Speed (mm/min) Short I-beam #2","Time (s) Long I-beam #1","Position (m) Long I-beam #1","Force (N) Long I-beam #1","Speed (mm/min) Long I-beam #1","Time (s) Long I-beam #2","Position (m) Long I-beam #2","Force (N) Long I-beam #2","Speed (mm/min) Long I-beam #2","Time (s) Polyethylene #1","Position (m) Polyethylene #1","Force (N) Polyethylene #1","Speed (mm/min) Polyethylene #1","Time (s) Polyethylene #2","Position (m) Polyethylene #2","Force (N) Polyethylene #2","Speed (mm/min) Polyethylene #2","Time (s) Polyethylene #3","Position (m) Polyethylene #3","Force (N) Polyethylene #3","Speed (mm/min) Polyethylene #3","Time (s) Black coupon #2","Position (m) Black coupon #2","Force (N) Black coupon #2","Speed (mm/min) Black coupon #2"
42.000,-0.20973,2785,-450.17,42.000,0.00423,-26,1.07,42.000,0.00176,79,7.65,42.000,0.01179,143,37.31,42.000,0.02216,131,40.23,42.000,0.01364,-39,56.64,,,,,,,,,42.000,0.01384,-56,0.41,42.000,0.03939,141,70.30,42.000,0.04916,94,81.88,42.000,0.07245,133,160.55,,,,
42.200,-0.20633,2780,-1379.32,42.200,0.00424,-26,0.36,42.200,0.00180,78,8.24,42.200,0.01191,145,35.59,42.200,0.02229,134,41.58,42.200,0.01384,-39,55.79,,,,,,,,,42.200,0.01380,-54,3.35,42.200,0.03962,142,69.45,42.200,0.04942,93,75.69,42.200,0.07299,129,165.04,,,,
42.400,-0.21757,2798,-1571.73,42.400,0.00422,-25,-0.36,42.400,0.00181,78,7.07,42.400,0.01203,143,33.47,42.400,0.02244,134,43.09,42.400,0.01401,-39,48.90,,,,,,,,,42.400,0.01384,-56,2.52,42.400,0.03985,139,69.28,42.400,0.04966,89,71.12,42.400,0.07353,132,167.29,,,,
42.600,-0.22594,2811,-867.38,42.600,0.00423,-26,-1.07,42.600,0.00185,77,5.58,42.600,0.01214,142,32.38,42.600,0.02257,136,43.44,42.600,0.01418,-39,42.55,,,,,,,,,42.600,0.01385,-56,0.42,42.600,0.04007,141,69.39,42.600,0.04989,88,70.71,42.600,0.07412,128,168.60,,,,
42.800,-0.22155,2804,-18.73,42.800,0.00423,-26,-1.42,42.800,0.00186,77,4.80,42.800,0.01223,144,33.69,42.800,0.02273,135,43.37,42.800,0.01428,-39,40.02,,,,,,,,,42.800,0.01384,-56,-2.94,42.800,0.04032,142,70.20,42.800,0.05012,93,75.38,42.800,0.07467,121,169.68,,,,
43.000,-0.21969,2801,-392.86,43.000,0.00421,-25,-1.07,43.000,0.00187,78,4.17,43.000,0.01235,146,36.03,43.000,0.02287,135,43.89,43.000,0.01443,-39,35.62,,,,,,,,,43.000,0.01381,-55,-2.10,43.000,0.04054,141,70.61,43.000,0.05038,95,83.30,43.000,0.07522,120,176.44,,,,
43.200,-0.22419,2808,-965.45,43.200,0.00421,-25,0.71,43.200,0.00189,78,5.14,43.200,0.01249,144,36.84,43.200,0.02302,133,44.00,43.200,0.01457,-39,24.81,,,,,,,,,43.200,0.01383,-55,1.26,43.200,0.04079,141,69.86,43.200,0.05068,96,90.07,43.200,0.07581,116,241.42,,,,
43.400,-0.23116,2819,-320.41,43.400,0.00422,-25,1.07,43.400,0.00190,78,5.28,43.400,0.01260,145,35.97,43.400,0.02317,137,44.83,43.400,0.01461,-39,9.97,,,,,,,,,43.400,0.01383,-55,2.10,43.400,0.04102,140,68.19,43.400,0.05099,97,91.79,43.400,0.07650,98,324.89,,,,
43.600,-0.22939,2816,12.33,43.600,0.00423,-26,0.36,43.600,0.00193,77,5.33,43.600,0.01272,146,35.22,43.600,0.02331,137,44.05,43.600,0.01460,-38,2.82,,,,,,,,,43.600,0.01385,-56,-2.09,43.600,0.04124,139,65.71,43.600,0.05130,94,90.54,43.600,0.07822,26,338.84,,,,
43.800,-0.22090,2803,-861.96,43.800,0.00421,-25,1.30E-13,43.800,0.00194,78,4.97,43.800,0.01284,145,34.37,43.800,0.02347,136,42.70,43.800,0.01459,-38,4.23,,,,,,,,,43.800,0.01383,-55,-0.40,43.800,0.04145,139,64.20,43.800,0.05159,94,88.45,43.800,0.07931,0,253.09,,,,
44.000,-0.23421,2823,-1471.64,44.000,0.00423,-26,-4.88E-4,44.000,0.00196,77,4.24,44.000,0.01295,145,32.57,44.000,0.02360,137,42.36,44.000,0.01464,-39,4.61,,,,,,,,,44.000,0.01379,-54,1.27,44.000,0.04167,139,64.61,44.000,0.05189,94,86.81,44.000,0.07978,0,127.83,,,,
44.200,-0.24358,2837,-1138.24,44.200,0.00422,-25,0.36,44.200,0.00197,78,3.77,44.200,0.01305,144,32.55,44.200,0.02374,137,43.04,44.200,0.01465,-40,1.92,,,,,,,,,44.200,0.01389,-57,0.42,44.200,0.04188,137,66.32,44.200,0.05218,93,84.88,44.200,0.08001,2,58.31,,,,
44.400,-0.23614,2826,-208.60,44.400,0.00422,-25,-0.71,44.400,0.00198,78,4.11,44.400,0.01316,147,34.56,44.400,0.02389,138,43.20,44.400,0.01463,-39,-0.39,,,,,,,,,44.400,0.01382,-55,-1.70,44.400,0.04211,139,67.61,44.400,0.05245,91,81.53,44.400,0.08009,4,34.03,,,,
44.600,-0.24173,2834,-388.18,44.600,0.00423,-26,-0.35,44.600,0.00199,78,5.19,44.600,0.01329,147,36.35,44.600,0.02403,140,41.07,44.600,0.01464,-39,2.31,,,,,,,,,44.600,0.01380,-54,-2.95,44.600,0.04234,140,68.18,44.600,0.05272,90,77.42,44.600,0.08017,3,24.03,,,,
44.800,-0.24023,2832,-1558.22,44.800,0.00421,-25,1.30E-13,44.800,0.00202,77,5.13,44.800,0.01341,147,36.62,44.800,0.02416,136,39.48,44.800,0.01465,-40,,,,,,,,,,44.800,0.01384,-55,1.25,44.800,0.04256,139,69.18,44.800,0.05297,90,73.67,44.800,0.08029,0,13.71,,,,
45.000,-0.24725,2842,-984.10,45.000,0.00423,-26,1.42,45.000,0.00203,77,4.60,45.000,0.01353,147,35.80,45.000,0.02428,137,41.03,,,,,,,,,,,,,45.000,0.01381,-55,,45.000,0.04279,140,71.57,45.000,0.05321,90,72.58,45.000,0.08028,1,4.24,,,,
45.200,-0.26178,2862,445.68,45.200,0.00422,-25,1.78,45.200,0.00204,78,4.69,45.200,0.01365,148,34.71,45.200,0.02443,139,43.95,,,,,,,,,,,,,,,,,45.200,0.04304,143,73.26,45.200,0.05345,90,75.22,45.200,0.08025,2,0.27,,,,
45.400,-0.23987,2832,34.48,45.400,0.00424,-26,0.71,45.400,0.00206,77,5.63,45.400,0.01376,147,33.53,45.400,0.02459,140,45.48,,,,,,,,,,,,,,,,,45.400,0.04329,141,73.43,45.400,0.05370,92,78.53,45.400,0.08030,0,2.74,,,,
45.600,-0.23871,2830,-1015.46,45.600,0.00423,-26,-9.78E-4,45.600,0.00209,77,6.01,45.600,0.01387,147,33.74,45.600,0.02474,140,43.57,,,,,,,,,,,,,,,,,45.600,0.04353,140,71.12,45.600,0.05398,91,80.03,45.600,0.08028,1,2.44,,,,
45.800,-0.26964,2873,-1580.31,45.800,0.00424,-26,0.00,45.800,0.00210,77,6.10,45.800,0.01398,150,35.14,45.800,0.02488,140,41.15,,,,,,,,,,,,,,,,,45.800,0.04377,139,67.42,45.800,0.05424,91,82.13,45.800,0.08030,0,0.30,,,,
46.000,-0.25232,2849,-1001.54,46.000,0.00423,-26,0.36,46.000,0.00212,78,5.87,46.000,0.01411,151,35.27,46.000,0.02501,140,40.01,,,,,,,,,,,,,,,,,46.000,0.04398,136,64.71,46.000,0.05451,94,86.24,46.000,0.08029,0,0.61,,,,
46.200,-0.25786,2857,-1227.76,46.200,0.00424,-26,0.00,46.200,0.00215,78,6.17,46.200,0.01422,150,34.64,46.200,0.02514,139,39.93,,,,,,,,,,,,,,,,,46.200,0.04419,138,63.91,46.200,0.05482,93,89.70,46.200,0.08029,0,-0.61,,,,
46.400,-0.27051,2874,-2007.20,46.400,0.00423,-26,-0.71,46.400,0.00216,78,7.18,46.400,0.01433,151,35.41,46.400,0.02528,141,40.12,,,,,,,,,,,,,,,,,46.400,0.04441,137,62.32,46.400,0.05513,91,90.08,46.400,0.08030,0,-0.92,,,,
46.600,-0.27600,2881,-1281.94,46.600,0.00424,-26,-1.07,46.600,0.00219,79,8.34,46.600,0.01445,155,37.21,46.600,0.02541,140,81.67,,,,,,,,,,,,,,,,,46.600,0.04462,138,58.01,46.600,0.05541,92,87.68,46.600,0.08028,1,0.00,,,,
46.800,-0.27433,2879,-1105.54,46.800,0.00422,-25,-1.07,46.800,0.00222,79,8.77,46.800,0.01459,152,38.12,46.800,0.02554,141,202.99,,,,,,,,,,,,,,,,,46.800,0.04479,132,53.61,46.800,0.05571,90,85.07,46.800,0.08029,0,-0.30,,,,
47.000,-0.27969,2886,-1665.68,47.000,0.00423,-26,-0.71,47.000,0.00225,80,8.70,47.000,0.01471,153,38.44,47.000,0.02651,74,280.15,,,,,,,,,,,,,,,,,47.000,0.04496,134,52.80,47.000,0.05599,91,82.41,47.000,0.08031,0,-1.22,,,,
47.200,-0.28893,2898,-1575.48,47.200,0.00421,-25,0.71,47.200,0.00227,81,9.68,47.200,0.01483,157,39.28,47.200,0.02823,-2,227.15,,,,,,,,,,,,,,,,,47.200,0.04513,136,56.20,47.200,0.05626,90,81.11,47.200,0.08027,1,-0.92,,,,
47.400,-0.29470,2905,-1336.00,47.400,0.00423,-26,0.36,47.400,0.00231,80,10.29,47.400,0.01498,156,39.93,47.400,0.02832,-2,90.05,,,,,,,,,,,,,,,,,47.400,0.04533,139,61.22,47.400,0.05652,89,83.00,47.400,0.08027,1,1.83,,,,
47.600,-0.29082,2900,-1249.24,47.600,0.00424,-26,-1.30E-13,47.600,0.00235,78,8.96,47.600,0.01511,156,40.13,47.600,0.02828,0,-0.59,,,,,,,,,,,,,,,,,47.600,0.04555,141,66.46,47.600,0.05681,91,86.79,47.600,0.08030,0,3.98,,,,
47.800,-0.30452,2917,-1323.67,47.800,0.00421,-25,-0.71,47.800,0.00237,77,5.90,47.800,0.01523,159,40.09,47.800,0.02827,0,-0.52,,,,,,,,,,,,,,,,,47.800,0.04578,141,68.99,47.800,0.05710,93,88.76,47.800,0.08031,0,0.31,,,,
48.000,-0.30410,2917,-1102.61,48.000,0.00423,-26,-9.77E-4,48.000,0.00239,76,2.95,48.000,0.01538,160,40.56,48.000,0.02827,0,5.46,,,,,,,,,,,,,,,,,48.000,0.04602,141,68.81,48.000,0.05741,89,87.47,48.000,0.08031,0,-2.76,,,,
48.200,-0.30790,2921,-518.14,48.200,0.00422,-25,0.71,48.200,0.00239,76,2.99,48.200,0.01551,159,39.99,48.200,0.02832,-1,6.97,,,,,,,,,,,,,,,,,48.200,0.04624,139,67.70,48.200,0.05769,89,85.13,48.200,0.08027,1,-1.53,,,,
48.400,-0.30950,2923,-592.53,48.400,0.00423,-26,0.71,48.400,0.00239,76,4.43,48.400,0.01565,160,39.51,48.400,0.02834,-1,9.15,,,,,,,,,,,,,,,,,48.400,0.04646,138,67.61,48.400,0.05797,90,84.54,48.400,0.08029,0,2.14,,,,
48.600,-0.30949,2923,-937.75,48.600,0.00423,-26,0.71,48.600,0.00243,73,5.54,48.600,0.01577,162,39.55,48.600,0.02834,0,8.31,,,,,,,,,,,,,,,,,48.600,0.04669,140,69.51,48.600,0.05825,89,85.37,48.600,0.08030,0,3.06,,,,
48.800,-0.31436,2929,-1448.96,48.800,0.00424,-26,-0.36,48.800,0.00244,75,6.06,48.800,0.01591,160,39.51,48.800,0.02843,-2,4.01,,,,,,,,,,,,,,,,,48.800,0.04692,140,71.24,48.800,0.05854,88,86.05,48.800,0.08032,-1,-8.87E-4,,,,
49.000,-0.32179,2938,-1711.00,49.000,0.00423,-26,-1.42,49.000,0.00246,77,7.07,49.000,0.01604,163,39.40,49.000,0.02839,0,-0.71,,,,,,,,,,,,,,,,,49.000,0.04717,139,72.65,49.000,0.05882,90,87.03,49.000,0.08030,0,-2.76,,,,
49.200,-0.32618,2943,-1834.38,49.200,0.00422,-25,-1.07,49.200,0.00249,79,10.17,49.200,0.01617,164,38.36,49.200,0.02837,1,-2.76,,,,,,,,,,,,,,,,,49.200,0.04741,140,74.09,49.200,0.05912,90,89.33,49.200,0.08029,0,-2.76,,,,
49.400,-0.33189,2949,-1338.49,49.400,0.00421,-25,-0.71,49.400,0.00252,81,12.12,49.400,0.01630,162,38.34,49.400,0.02839,0,0.00,,,,,,,,,,,,,,,,,49.400,0.04766,141,75.23,49.400,0.05942,91,91.74,49.400,0.08028,1,-1.53,,,,
49.600,-0.34094,2959,-1305.99,49.600,0.00423,-26,-0.35,49.600,0.00258,82,13.61,49.600,0.01641,165,38.87,49.600,0.02838,0,0.61,,,,,,,,,,,,,,,,,49.600,0.04791,140,76.30,49.600,0.05973,90,91.20,49.600,0.08029,0,-0.92,,,,
49.800,-0.33379,2951,-923.13,49.800,0.00421,-25,0.36,49.800,0.00261,83,15.53,49.800,0.01655,166,39.70,49.800,0.02838,0,1.54,,,,,,,,,,,,,,,,,49.800,0.04816,140,77.71,49.800,0.06004,87,90.32,49.800,0.08027,1,0.61,,,,
50.000,-0.35040,2970,-1050.88,50.000,0.00422,-25,0.00,50.000,0.00267,81,16.10,50.000,0.01669,166,39.64,50.000,0.02839,0,2.12,,,,,,,,,,,,,,,,,50.000,0.04842,139,81.00,50.000,0.06032,89,91.33,50.000,0.08028,1,1.22,,,,
50.200,-0.34090,2959,-1342.50,50.200,0.00423,-26,0.71,50.200,0.00274,81,15.56,50.200,0.01682,168,38.81,50.200,0.02841,-1,1.50,,,,,,,,,,,,,,,,,50.200,0.04870,139,84.58,50.200,0.06064,90,94.04,50.200,0.08030,0,0.92,,,,
50.400,-0.35485,2975,-1520.82,50.400,0.00421,-25,1.42,50.400,0.00277,81,12.69,50.400,0.01694,168,38.57,50.400,0.02839,0,-0.92,,,,,,,,,,,,,,,,,50.400,0.04900,142,87.77,50.400,0.06096,91,94.79,50.400,0.08029,0,,,,,
50.600,-0.35619,2976,-1706.67,50.600,0.00424,-26,1.78,50.600,0.00282,79,10.56,50.600,0.01707,168,39.54,50.600,0.02841,-1,-2.42,,,,,,,,,,,,,,,,,50.600,0.04928,141,90.23,50.600,0.06128,91,91.60,,,,,,,,
50.800,-0.36553,2986,-1324.14,50.800,0.00424,-26,-0.36,50.800,0.00284,78,8.72,50.800,0.01720,171,40.80,50.800,0.02838,0,-1.81,,,,,,,,,,,,,,,,,50.800,0.04960,140,92.87,50.800,0.06158,86,88.65,,,,,,,,
51.000,-0.36436,2985,-1394.64,51.000,0.00423,-26,-2.13,51.000,0.00288,76,6.58,51.000,0.01735,173,41.12,51.000,0.02838,0,0.61,,,,,,,,,,,,,,,,,51.000,0.04990,142,94.16,51.000,0.06185,88,88.97,,,,,,,,
51.200,-0.37316,2994,-1208.59,51.200,0.00421,-25,-0.71,51.200,0.00289,75,5.50,51.200,0.01748,171,40.43,51.200,0.02838,0,1.84,,,,,,,,,,,,,,,,,51.200,0.05023,139,92.18,51.200,0.06216,91,89.95,,,,,,,,
51.400,-0.37644,2997,-1471.13,51.400,0.00423,-26,0.71,51.400,0.00291,74,4.74,51.400,0.01762,172,38.78,51.400,0.02841,-1,0.92,,,,,,,,,,,,,,,,,51.400,0.05053,139,87.98,51.400,0.06247,88,87.80,,,,,,,,
51.600,-0.37761,2998,-2064.81,51.600,0.00423,-26,0.35,51.600,0.00292,73,4.89,51.600,0.01774,175,37.10,51.600,0.02838,0,-1.85,,,,,,,,,,,,,,,,,51.600,0.05081,137,84.08,51.600,0.06275,86,84.09,,,,,,,,
51.800,-0.38933,3010,-1840.64,51.800,0.00422,-25,-0.71,51.800,0.00294,72,4.04,51.800,0.01786,170,37.00,51.800,0.02840,0,,,,,,,,,,,,,,,,,,51.800,0.05108,137,83.57,51.800,0.06301,87,84.34,,,,,,,,
52.000,-0.40157,3022,-1219.87,52.000,0.00422,-25,0.71,52.000,0.00295,74,3.46,52.000,0.01798,174,38.75,,,,,,,,,,,,,,,,,,,,,52.000,0.05136,138,84.56,52.000,0.06330,88,89.08,,,,,,,,
52.200,-0.38930,3010,-720.91,52.200,0.00422,-25,1.07,52.200,0.00296,75,3.84,52.200,0.01812,178,41.90,,,,,,,,,,,,,,,,,,,,,52.200,0.05165,139,84.81,52.200,0.06361,89,93.36,,,,,,,,
52.400,-0.40204,3023,-1059.17,52.400,0.00424,-26,0.36,52.400,0.00298,75,4.70,52.400,0.01826,179,45.23,,,,,,,,,,,,,,,,,,,,,52.400,0.05193,139,82.65,52.400,0.06393,90,95.30,,,,,,,,
52.600,-0.40328,3024,-1222.09,52.600,0.00422,-25,-1.42,52.600,0.00299,75,6.00,52.600,0.01842,180,45.37,,,,,,,,,,,,,,,,,,,,,52.600,0.05221,138,77.99,52.600,0.06425,91,97.20,,,,,,,,
52.800,-0.40878,3029,-889.85,52.800,0.00423,-26,-1.07,52.800,0.00301,76,6.73,52.800,0.01859,183,42.58,,,,,,,,,,,,,,,,,,,,,52.800,0.05246,134,73.44,52.800,0.06457,92,98.94,,,,,,,,
53.000,-0.40701,3028,-1406.66,53.000,0.00421,-25,0.36,53.000,0.00304,75,6.86,53.000,0.01870,176,39.29,,,,,,,,,,,,,,,,,,,,,53.000,0.05268,134,70.15,53.000,0.06492,89,98.04,,,,,,,,
53.200,-0.41611,3036,-2035.50,53.200,0.00424,-26,0.71,53.200,0.00306,74,5.92,53.200,0.01883,181,37.55,,,,,,,,,,,,,,,,,,,,,53.200,0.05293,135,69.02,53.200,0.06524,87,94.48,,,,,,,,
53.400,-0.42407,3044,-2019.55,53.400,0.00422,-25,0.35,53.400,0.00308,75,5.14,53.400,0.01896,183,37.32,,,,,,,,,,,,,,,,,,,,,53.400,0.05315,137,70.08,53.400,0.06554,89,91.82,,,,,,,,
53.600,-0.43242,3051,-1230.84,53.600,0.00423,-26,0.00,53.600,0.00309,75,4.57,53.600,0.01908,183,35.84,,,,,,,,,,,,,,,,,,,,,53.600,0.05338,137,72.62,53.600,0.06584,88,93.25,,,,,,,,
53.800,-0.43109,3050,-864.17,53.800,0.00422,-25,1.07,53.800,0.00312,74,5.00,53.800,0.01920,181,33.71,,,,,,,,,,,,,,,,,,,,,53.800,0.05363,140,74.96,53.800,0.06615,90,95.55,,,,,,,,
54.000,-0.43371,3053,-857.10,54.000,0.00424,-26,1.07,54.000,0.00312,75,5.27,54.000,0.01931,183,33.04,,,,,,,,,,,,,,,,,,,,,54.000,0.05389,139,76.37,54.000,0.06649,89,95.43,,,,,,,,
54.200,-0.44006,3058,-1221.55,54.200,0.00424,-26,1.07,54.200,0.00315,74,6.30,54.200,0.01941,182,35.24,,,,,,,,,,,,,,,,,,,,,54.200,0.05413,139,77.01,54.200,0.06680,88,92.58,,,,,,,,
54.400,-0.44059,3059,-1433.87,54.400,0.00424,-26,0.71,54.400,0.00316,77,7.59,54.400,0.01953,185,40.08,,,,,,,,,,,,,,,,,,,,,54.400,0.05441,139,75.51,54.400,0.06710,89,90.69,,,,,,,,
54.600,-0.44865,3066,-1211.23,54.600,0.00424,-26,4.89E-4,54.600,0.00320,77,7.67,54.600,0.01968,190,43.10,,,,,,,,,,,,,,,,,,,,,54.600,0.05466,138,72.40,54.600,0.06739,89,91.71,,,,,,,,
54.800,-0.45381,3071,-1416.84,54.800,0.00424,-26,-0.71,54.800,0.00322,77,8.25,54.800,0.01983,189,42.40,,,,,,,,,,,,,,,,,,,,,54.800,0.05488,137,69.02,54.800,0.06771,88,92.84,,,,,,,,
55.000,-0.45107,3068,-1526.71,55.000,0.00423,-26,-1.78,55.000,0.00324,78,8.17,55.000,0.01997,187,40.38,,,,,,,,,,,,,,,,,,,,,55.000,0.05511,135,68.11,55.000,0.06803,89,93.47,,,,,,,,
55.200,-0.46650,3082,-1502.29,55.200,0.00424,-26,-1.42,55.200,0.00328,77,9.12,55.200,0.02009,188,39.52,,,,,,,,,,,,,,,,,,,,,55.200,0.05534,135,68.49,55.200,0.06833,88,92.84,,,,,,,,
55.400,-0.46649,3082,-1573.33,55.400,0.00421,-25,-0.71,55.400,0.00331,76,8.66,55.400,0.02023,189,39.42,,,,,,,,,,,,,,,,,,,,,55.400,0.05556,137,68.62,55.400,0.06865,87,93.36,,,,,,,,
55.600,-0.46843,3083,-647.43,55.600,0.00423,-26,1.07,55.600,0.00334,75,6.85,55.600,0.02036,189,39.52,,,,,,,,,,,,,,,,,,,,,55.600,0.05579,137,69.20,55.600,0.06895,89,94.52,,,,,,,,
55.800,-0.48060,3094,-1287.96,55.800,0.00422,-25,,55.800,0.00336,75,5.96,55.800,0.02049,190,39.69,,,,,,,,,,,,,,,,,,,,,55.800,0.05602,137,69.61,55.800,0.06927,88,94.95,,,,,,,,
56.000,-0.46533,3081,-1458.36,,,,,56.000,0.00337,74,5.38,56.000,0.02063,191,40.30,,,,,,,,,,,,,,,,,,,,,56.000,0.05626,136,70.27,56.000,0.06959,89,95.25,,,,,,,,
56.200,-0.49535,3106,-1031.59,,,,,56.200,0.00340,73,5.06,56.200,0.02076,192,42.23,,,,,,,,,,,,,,,,,,,,,56.200,0.05649,138,70.66,56.200,0.06990,90,95.83,,,,,,,,
56.400,-0.48286,3096,-829.42,,,,,56.400,0.00341,74,5.41,56.400,0.02090,193,45.31,,,,,,,,,,,,,,,,,,,,,56.400,0.05673,138,71.56,56.400,0.07022,89,96.98,,,,,,,,
56.600,-0.48371,3096,-1154.26,,,,,56.600,0.00342,76,6.56,56.600,0.02106,195,47.61,,,,,,,,,,,,,,,,,,,,,56.600,0.05696,138,73.68,56.600,0.07056,90,96.36,,,,,,,,
56.800,-0.49356,3105,-1184.65,,,,,56.800,0.00346,76,8.88,56.800,0.02123,197,46.35,,,,,,,,,,,,,,,,,,,,,56.800,0.05722,139,76.35,56.800,0.07088,88,95.44,,,,,,,,
57.000,-0.50773,3116,235.11,,,,,57.000,0.00348,78,10.31,57.000,0.02138,195,42.83,,,,,,,,,,,,,,,,,,,,,57.000,0.05748,140,76.87,57.000,0.07118,89,96.86,,,,,,,,
57.200,-0.48253,3095,1350.27,,,,,57.200,0.00352,78,10.98,57.200,0.02151,195,40.68,,,,,,,,,,,,,,,,,,,,,57.200,0.05774,139,75.50,57.200,0.07151,91,99.52,,,,,,,,
57.400,-0.49004,3102,-114.63,,,,,57.400,0.00356,78,12.41,57.400,0.02164,193,41.07,,,,,,,,,,,,,,,,,,,,,57.400,0.05797,139,74.36,57.400,0.07186,90,100.47,,,,,,,,
57.600,-0.48425,3097,-2850.98,,,,,57.600,0.00360,78,13.37,57.600,0.02178,196,43.09,,,,,,,,,,,,,,,,,,,,,57.600,0.05823,139,73.68,57.600,0.07219,89,97.61,,,,,,,,
57.800,-0.50831,3117,-3109.71,,,,,57.800,0.00365,78,15.16,57.800,0.02193,199,44.95,,,,,,,,,,,,,,,,,,,,,57.800,0.05848,138,74.61,57.800,0.07251,88,94.19,,,,,,,,
58.000,-0.52128,3127,-3029.27,,,,,58.000,0.00370,78,15.26,58.000,0.02208,199,45.76,,,,,,,,,,,,,,,,,,,,,58.000,0.05871,140,73.34,58.000,0.07281,87,91.66,,,,,,,,
58.200,-0.51520,3122,-1267.21,,,,,58.200,0.00376,77,14.41,58.200,0.02224,200,45.30,,,,,,,,,,,,,,,,,,,,,58.200,0.05899,140,68.92,58.200,0.07312,89,91.40,,,,,,,,
58.400,-0.53794,3140,918.78,,,,,58.400,0.00379,77,13.60,58.400,0.02238,199,44.29,,,,,,,,,,,,,,,,,,,,,58.400,0.05919,137,61.02,58.400,0.07341,89,91.97,,,,,,,,
58.600,-0.51699,3124,-165.35,,,,,58.600,0.00385,77,11.78,58.600,0.02253,199,42.79,,,,,,,,,,,,,,,,,,,,,58.600,0.05938,134,53.45,58.600,0.07374,88,90.55,,,,,,,,
58.800,-0.50111,3111,-1743.20,,,,,58.800,0.00389,76,11.11,58.800,0.02268,201,41.59,,,,,,,,,,,,,,,,,,,,,58.800,0.05954,133,52.69,58.800,0.07403,89,88.50,,,,,,,,
59.000,-0.55533,3153,-592.01,,,,,59.000,0.00391,77,10.98,59.000,0.02280,200,41.27,,,,,,,,,,,,,,,,,,,,,59.000,0.05970,134,55.96,59.000,0.07431,87,85.87,,,,,,,,
59.200,-0.53446,3137,1138.47,,,,,59.200,0.00396,76,11.91,59.200,0.02294,200,42.03,,,,,,,,,,,,,,,,,,,,,59.200,0.05992,139,59.09,59.200,0.07461,87,86.48,,,,,,,,
59.400,-0.49548,3106,-815.59,,,,,59.400,0.00400,75,12.80,59.400,0.02309,203,43.55,,,,,,,,,,,,,,,,,,,,,59.400,0.06012,140,57.86,59.400,0.07488,90,88.48,,,,,,,,
59.600,-0.53820,3140,-5227.74,,,,,59.600,0.00404,74,11.98,59.600,0.02323,204,44.43,,,,,,,,,,,,,,,,,,,,,59.600,0.06031,139,55.25,59.600,0.07520,89,89.95,,,,,,,,
59.800,-0.56791,3163,-5251.87,,,,,59.800,0.00408,74,10.56,59.800,0.02338,206,44.68,,,,,,,,,,,,,,,,,,,,,59.800,0.06047,136,55.61,59.800,0.07549,90,90.78,,,,,,,,
60.000,-0.56659,3162,-2418.90,,,,,60.000,0.00411,75,9.42,60.000,0.02353,206,44.29,,,,,,,,,,,,,,,,,,,,,60.000,0.06067,139,58.16,60.000,0.07579,91,91.57,,,,,,,,
60.200,-0.57213,3166,-1526.35,,,,,60.200,0.00413,75,10.21,60.200,0.02368,206,42.95,,,,,,,,,,,,,,,,,,,,,60.200,0.06087,142,59.43,60.200,0.07610,90,94.50,,,,,,,,
60.400,-0.58236,3173,-2103.33,,,,,60.400,0.00417,75,11.43,60.400,0.02383,205,40.39,,,,,,,,,,,,,,,,,,,,,60.400,0.06108,141,58.94,60.400,0.07642,91,97.23,,,,,,,,
60.600,-0.58267,3173,-619.03,,,,,60.600,0.00422,73,11.27,60.600,0.02395,204,38.24,,,,,,,,,,,,,,,,,,,,,60.600,0.06126,139,58.17,60.600,0.07675,91,98.75,,,,,,,,
60.800,-0.59811,3184,-915.65,,,,,60.800,0.00425,73,10.47,60.800,0.02407,204,38.91,,,,,,,,,,,,,,,,,,,,,60.800,0.06146,140,57.51,60.800,0.07708,90,99.04,,,,,,,,
61.000,-0.56875,3163,-2749.85,,,,,61.000,0.00428,73,9.94,61.000,0.02420,207,42.73,,,,,,,,,,,,,,,,,,,,,61.000,0.06165,142,55.42,61.000,0.07741,90,99.71,,,,,,,,
61.200,-0.61459,3196,-4215.46,,,,,61.200,0.00432,73,10.22,61.200,0.02436,210,46.66,,,,,,,,,,,,,,,,,,,,,61.200,0.06184,140,48.21,61.200,0.07774,91,99.08,,,,,,,,
61.400,-0.62119,3201,-3830.15,,,,,61.400,0.00435,73,10.74,61.400,0.02452,213,47.79,,,,,,,,,,,,,,,,,,,,,61.400,0.06199,138,40.16,61.400,0.07809,91,97.30,,,,,,,,
